"time","log.status.actuals","log.status.forecasts"
3814,3.58351893845611;3.58351893845611;3.58351893845611,
3815,3.58351893845611;3.58351893845611;3.58351893845611,
3816,3.58351893845611;3.58351893845611;3.58351893845611,
3817,3.58351893845611;3.58351893845611;3.58351893845611,
3818,3.58351893845611;3.58351893845611;3.58351893845611,
3819,3.58351893845611;3.58351893845611;3.58351893845611,
3820,3.58351893845611;3.58351893845611;3.58351893845611,
3821,3.58351893845611;3.58351893845611;3.58351893845611,
3822,3.58351893845611;3.58351893845611;3.58351893845611,
3823,3.58351893845611;3.58351893845611;3.58351893845611,
3824,3.58351893845611;3.58351893845611;3.58351893845611,
3825,3.58351893845611;3.58351893845611;3.58351893845611,
3826,3.58351893845611;3.58351893845611;3.58351893845611,
3827,3.58351893845611;3.58351893845611;3.58351893845611,
3828,3.58351893845611;3.58351893845611;3.58351893845611,
3829,3.58351893845611;3.58351893845611;3.58351893845611,
3830,3.58351893845611;3.58351893845611;3.58351893845611,
3831,3.58351893845611;3.58351893845611;3.58351893845611,
3832,3.52636052461616;3.52636052461616;3.52636052461616,
3833,3.55534806148941;3.55534806148941;3.55534806148941,
3834,3.55534806148941;3.55534806148941;3.55534806148941,
3835,3.55534806148941;3.55534806148941;3.55534806148941,
3836,3.58351893845611;3.58351893845611;3.58351893845611,
3837,3.58351893845611;3.58351893845611;3.58351893845611,
3838,3.58351893845611;3.58351893845611;3.58351893845611,
3839,3.58351893845611;3.58351893845611;3.58351893845611,
3840,3.58351893845611;3.58351893845611;3.58351893845611,
3841,3.58351893845611;3.58351893845611;3.58351893845611,
3842,3.58351893845611;3.58351893845611;3.58351893845611,
3843,3.58351893845611;3.58351893845611;3.58351893845611,
3844,3.58351893845611;3.58351893845611;3.58351893845611,
3845,3.58351893845611;3.58351893845611;3.58351893845611,
3846,3.58351893845611;3.58351893845611;3.58351893845611,
3847,3.58351893845611;3.58351893845611;3.58351893845611,
3848,3.58351893845611;3.58351893845611;3.58351893845611,
3849,3.58351893845611;3.58351893845611;3.58351893845611,
3850,3.58351893845611;3.58351893845611;3.58351893845611,
3851,3.58351893845611;3.58351893845611;3.58351893845611,
3852,3.58351893845611;3.58351893845611;3.58351893845611,
3853,3.58351893845611;3.58351893845611;3.58351893845611,
3854,3.58351893845611;3.58351893845611;3.58351893845611,
3855,3.58351893845611;3.58351893845611;3.58351893845611,
3856,3.58351893845611;3.58351893845611;3.58351893845611,
3857,3.58351893845611;3.58351893845611;3.58351893845611,
3858,3.58351893845611;3.58351893845611;3.58351893845611,
3859,3.58351893845611;3.58351893845611;3.58351893845611,
3860,3.58351893845611;3.58351893845611;3.58351893845611,
3861,3.58351893845611;3.58351893845611;3.58351893845611,
3862,3.58351893845611;3.58351893845611;3.58351893845611,
3863,3.58351893845611;3.58351893845611;3.58351893845611,
3864,3.58351893845611;3.58351893845611;3.58351893845611,
3865,3.58351893845611;3.58351893845611;3.58351893845611,
3866,3.58351893845611;3.58351893845611;3.58351893845611,
3867,3.58351893845611;3.58351893845611;3.58351893845611,
3868,3.58351893845611;3.58351893845611;3.58351893845611,
3869,3.58351893845611;3.58351893845611;3.58351893845611,
3870,3.58351893845611;3.58351893845611;3.58351893845611,
3871,3.58351893845611;3.58351893845611;3.58351893845611,
3872,3.55534806148941;3.55534806148941;3.55534806148941,
3873,3.55534806148941;3.55534806148941;3.55534806148941,
3874,3.55534806148941;3.55534806148941;3.55534806148941,
3875,3.55534806148941;3.55534806148941;3.55534806148941,
3876,3.55534806148941;3.55534806148941;3.55534806148941,
3877,3.52636052461616;3.52636052461616;3.52636052461616,
3878,3.52636052461616;3.52636052461616;3.52636052461616,
3879,3.52636052461616;3.52636052461616;3.52636052461616,
3880,3.55534806148941;3.55534806148941;3.55534806148941,
3881,3.55534806148941;3.55534806148941;3.55534806148941,
3882,3.55534806148941;3.55534806148941;3.55534806148941,
3883,3.55534806148941;3.55534806148941;3.55534806148941,
3884,3.55534806148941;3.55534806148941;3.55534806148941,
3885,3.58351893845611;3.58351893845611;3.58351893845611,
3886,3.58351893845611;3.58351893845611;3.58351893845611,
3887,3.58351893845611;3.58351893845611;3.58351893845611,
3888,3.58351893845611;3.58351893845611;3.58351893845611,
3889,3.58351893845611;3.58351893845611;3.58351893845611,
3890,3.55534806148941;3.55534806148941;3.55534806148941,
3891,3.55534806148941;3.55534806148941;3.55534806148941,
3892,3.55534806148941;3.55534806148941;3.55534806148941,
3893,3.55534806148941;3.55534806148941;3.55534806148941,
3894,3.55534806148941;3.55534806148941;3.55534806148941,
3895,3.58351893845611;3.58351893845611;3.58351893845611,
3896,3.55534806148941;3.55534806148941;3.55534806148941,
3897,3.55534806148941;3.55534806148941;3.55534806148941,
3898,3.55534806148941;3.55534806148941;3.55534806148941,
3899,3.55534806148941;3.55534806148941;3.55534806148941,
3900,3.55534806148941;3.55534806148941;3.55534806148941,
3901,3.55534806148941;3.55534806148941;3.55534806148941,
3902,3.55534806148941;3.55534806148941;3.55534806148941,
3903,3.55534806148941;3.55534806148941;3.55534806148941,
3904,3.55534806148941;3.55534806148941;3.55534806148941,
3905,3.55534806148941;3.55534806148941;3.55534806148941,
3906,3.55534806148941;3.55534806148941;3.55534806148941,
3907,3.55534806148941;3.55534806148941;3.55534806148941,
3908,3.55534806148941;3.55534806148941;3.55534806148941,
3909,3.55534806148941;3.55534806148941;3.55534806148941,
3910,3.55534806148941;3.55534806148941;3.55534806148941,
3911,3.55534806148941;3.55534806148941;3.55534806148941,
3912,3.55534806148941;3.55534806148941;3.55534806148941,
3913,3.55534806148941;3.55534806148941;3.55534806148941,
3914,3.55534806148941;3.55534806148941;3.55534806148941,
3915,3.55534806148941;3.55534806148941;3.55534806148941,
3916,3.55534806148941;3.55534806148941;3.55534806148941,
3917,3.55534806148941;3.55534806148941;3.55534806148941,
3918,3.55534806148941;3.55534806148941;3.55534806148941,
3919,3.55534806148941;3.55534806148941;3.55534806148941,
3920,3.55534806148941;3.55534806148941;3.55534806148941,
3921,3.55534806148941;3.55534806148941;3.55534806148941,
3922,3.55534806148941;3.55534806148941;3.55534806148941,
3923,3.58351893845611;3.58351893845611;3.58351893845611,
3924,3.58351893845611;3.58351893845611;3.58351893845611,
3925,3.58351893845611;3.58351893845611;3.58351893845611,
3926,3.55534806148941;3.55534806148941;3.55534806148941,
3927,3.55534806148941;3.55534806148941;3.55534806148941,
3928,3.55534806148941;3.55534806148941;3.55534806148941,
3929,3.55534806148941;3.55534806148941;3.55534806148941,
3930,3.55534806148941;3.55534806148941;3.55534806148941,
3931,3.55534806148941;3.55534806148941;3.55534806148941,
3932,3.55534806148941;3.55534806148941;3.55534806148941,
3933,3.55534806148941;3.55534806148941;3.55534806148941,
3934,3.58351893845611;3.58351893845611;3.58351893845611,
3935,3.58351893845611;3.58351893845611;3.58351893845611,
3936,3.58351893845611;3.58351893845611;3.58351893845611,
3937,3.58351893845611;3.58351893845611;3.58351893845611,
3938,3.58351893845611;3.58351893845611;3.58351893845611,
3939,3.58351893845611;3.58351893845611;3.58351893845611,
3940,3.58351893845611;3.58351893845611;3.58351893845611,
3941,3.58351893845611;3.58351893845611;3.58351893845611,
3942,3.58351893845611;3.58351893845611;3.58351893845611,
3943,3.58351893845611;3.58351893845611;3.58351893845611,
3944,3.58351893845611;3.58351893845611;3.58351893845611,
3945,3.58351893845611;3.58351893845611;3.58351893845611,
3946,3.52636052461616;3.52636052461616;3.52636052461616,
3947,3.58351893845611;3.58351893845611;3.58351893845611,
3948,3.58351893845611;3.58351893845611;3.58351893845611,
3949,3.58351893845611;3.58351893845611;3.58351893845611,
3950,3.58351893845611;3.58351893845611;3.58351893845611,
3951,3.58351893845611;3.58351893845611;3.58351893845611,
3952,3.58351893845611;3.58351893845611;3.58351893845611,
3953,3.58351893845611;3.58351893845611;3.58351893845611,
3954,3.58351893845611;3.58351893845611;3.58351893845611,
3955,3.58351893845611;3.58351893845611;3.58351893845611,
3956,3.58351893845611;3.58351893845611;3.58351893845611,
3957,3.58351893845611;3.58351893845611;3.58351893845611,
3958,3.58351893845611;3.58351893845611;3.58351893845611,
3959,3.58351893845611;3.58351893845611;3.58351893845611,
3960,3.58351893845611;3.58351893845611;3.58351893845611,
3961,3.58351893845611;3.58351893845611;3.58351893845611,
3962,3.58351893845611;3.58351893845611;3.58351893845611,
3963,3.58351893845611;3.58351893845611;3.58351893845611,
3964,3.58351893845611;3.58351893845611;3.58351893845611,
3965,3.55534806148941;3.55534806148941;3.55534806148941,
3966,3.55534806148941;3.55534806148941;3.55534806148941,
3967,3.55534806148941;3.55534806148941;3.55534806148941,
3968,3.58351893845611;3.58351893845611;3.58351893845611,
3969,3.58351893845611;3.58351893845611;3.58351893845611,
3970,3.55534806148941;3.55534806148941;3.55534806148941,
3971,3.58351893845611;3.58351893845611;3.58351893845611,
3972,3.58351893845611;3.58351893845611;3.58351893845611,
3973,3.58351893845611;3.58351893845611;3.58351893845611,
3974,3.58351893845611;3.58351893845611;3.58351893845611,
3975,3.58351893845611;3.58351893845611;3.58351893845611,
3976,3.58351893845611;3.58351893845611;3.58351893845611,
3977,3.58351893845611;3.58351893845611;3.58351893845611,
3978,3.55534806148941;3.55534806148941;3.55534806148941,
3979,3.55534806148941;3.55534806148941;3.55534806148941,
3980,3.55534806148941;3.55534806148941;3.55534806148941,
3981,3.55534806148941;3.55534806148941;3.55534806148941,
3982,3.55534806148941;3.55534806148941;3.55534806148941,
3983,3.55534806148941;3.55534806148941;3.55534806148941,
3984,3.55534806148941;3.55534806148941;3.55534806148941,
3985,3.55534806148941;3.55534806148941;3.55534806148941,
3986,3.55534806148941;3.55534806148941;3.55534806148941,
3987,3.55534806148941;3.55534806148941;3.55534806148941,
3988,3.55534806148941;3.55534806148941;3.55534806148941,
3989,3.55534806148941;3.55534806148941;3.55534806148941,
3990,3.55534806148941;3.55534806148941;3.55534806148941,
3991,3.55534806148941;3.55534806148941;3.55534806148941,
3992,3.55534806148941;3.55534806148941;3.55534806148941,
3993,3.55534806148941;3.55534806148941;3.55534806148941,
3994,3.55534806148941;3.55534806148941;3.55534806148941,
3995,3.55534806148941;3.55534806148941;3.55534806148941,
3996,3.55534806148941;3.55534806148941;3.55534806148941,
3997,3.55534806148941;3.55534806148941;3.55534806148941,
3998,3.55534806148941;3.55534806148941;3.55534806148941,
3999,3.55534806148941;3.55534806148941;3.55534806148941,
4000,3.55534806148941;3.55534806148941;3.55534806148941,
4001,3.49650756146648;3.49650756146648;3.49650756146648,
4002,3.49650756146648;3.49650756146648;3.49650756146648,
4003,3.49650756146648;3.49650756146648;3.49650756146648,
4004,3.46573590279973;3.46573590279973;3.46573590279973,
4005,3.46573590279973;3.46573590279973;3.46573590279973,
4006,3.43398720448515;3.43398720448515;3.43398720448515,
4007,3.43398720448515;3.43398720448515;3.43398720448515,
4008,3.43398720448515;3.43398720448515;3.43398720448515,
4009,3.43398720448515;3.43398720448515;3.43398720448515,
4010,3.43398720448515;3.43398720448515;3.43398720448515,
4011,3.43398720448515;3.43398720448515;3.43398720448515,
4012,3.40119738166216;3.40119738166216;3.40119738166216,
4013,3.43398720448515;3.43398720448515;3.43398720448515,
4014,3.40119738166216;3.40119738166216;3.40119738166216,
4015,3.40119738166216;3.40119738166216;3.40119738166216,
4016,3.40119738166216;3.40119738166216;3.40119738166216,
4017,3.40119738166216;3.40119738166216;3.40119738166216,
4018,3.43398720448515;3.43398720448515;3.43398720448515,
4019,3.43398720448515;3.43398720448515;3.43398720448515,
4020,3.43398720448515;3.43398720448515;3.43398720448515,
4021,3.40119738166216;3.40119738166216;3.40119738166216,
4022,3.36729582998647;3.36729582998647;3.36729582998647,
4023,3.36729582998647;3.36729582998647;3.36729582998647,
4024,3.36729582998647;3.36729582998647;3.36729582998647,
4025,3.36729582998647;3.36729582998647;3.36729582998647,
4026,3.36729582998647;3.36729582998647;3.36729582998647,
4027,3.36729582998647;3.36729582998647;3.36729582998647,
4028,3.36729582998647;3.36729582998647;3.36729582998647,
4029,3.36729582998647;3.36729582998647;3.36729582998647,
4030,3.3322045101752;3.3322045101752;3.3322045101752,
4031,3.3322045101752;3.3322045101752;3.3322045101752,
4032,3.3322045101752;3.3322045101752;3.3322045101752,
4033,3.3322045101752;3.3322045101752;3.3322045101752,
4034,3.3322045101752;3.3322045101752;3.3322045101752,
4035,3.3322045101752;3.3322045101752;3.3322045101752,
4036,3.3322045101752;3.3322045101752;3.3322045101752,
4037,3.3322045101752;3.3322045101752;3.3322045101752,
4038,3.3322045101752;3.3322045101752;3.3322045101752,
4039,3.36729582998647;3.36729582998647;3.36729582998647,
4040,3.36729582998647;3.36729582998647;3.36729582998647,
4041,3.36729582998647;3.36729582998647;3.36729582998647,
4042,3.36729582998647;3.36729582998647;3.36729582998647,
4043,3.40119738166216;3.40119738166216;3.40119738166216,
4044,3.40119738166216;3.40119738166216;3.40119738166216,
4045,3.40119738166216;3.40119738166216;3.40119738166216,
4046,3.43398720448515;3.43398720448515;3.43398720448515,
4047,3.43398720448515;3.43398720448515;3.43398720448515,
4048,3.43398720448515;3.43398720448515;3.43398720448515,
4049,3.43398720448515;3.43398720448515;3.43398720448515,
4050,3.46573590279973;3.46573590279973;3.46573590279973,
4051,3.43398720448515;3.43398720448515;3.43398720448515,
4052,3.43398720448515;3.43398720448515;3.43398720448515,
4053,3.43398720448515;3.43398720448515;3.43398720448515,
4054,3.43398720448515;3.43398720448515;3.43398720448515,
4055,3.46573590279973;3.46573590279973;3.46573590279973,
4056,3.46573590279973;3.46573590279973;3.46573590279973,
4057,3.46573590279973;3.46573590279973;3.46573590279973,
4058,3.52636052461616;3.52636052461616;3.52636052461616,
4059,3.55534806148941;3.55534806148941;3.55534806148941,
4060,3.55534806148941;3.55534806148941;3.55534806148941,
4061,3.55534806148941;3.55534806148941;3.55534806148941,
4062,3.55534806148941;3.55534806148941;3.55534806148941,
4063,3.52636052461616;3.52636052461616;3.52636052461616,
4064,3.55534806148941;3.55534806148941;3.55534806148941,
4065,3.55534806148941;3.55534806148941;3.55534806148941,
4066,3.58351893845611;3.58351893845611;3.58351893845611,
4067,3.58351893845611;3.58351893845611;3.58351893845611,
4068,3.58351893845611;3.58351893845611;3.58351893845611,
4069,3.58351893845611;3.58351893845611;3.58351893845611,
4070,3.55534806148941;3.55534806148941;3.55534806148941,
4071,3.55534806148941;3.55534806148941;3.55534806148941,
4072,3.52636052461616;3.52636052461616;3.52636052461616,
4073,3.52636052461616;3.52636052461616;3.52636052461616,
4074,3.52636052461616;3.52636052461616;3.52636052461616,
4075,3.49650756146648;3.49650756146648;3.49650756146648,
4076,3.49650756146648;3.49650756146648;3.49650756146648,
4077,3.49650756146648;3.49650756146648;3.49650756146648,
4078,3.49650756146648;3.49650756146648;3.49650756146648,
4079,3.52636052461616;3.52636052461616;3.52636052461616,
4080,3.55534806148941;3.55534806148941;3.55534806148941,
4081,3.55534806148941;3.55534806148941;3.55534806148941,
4082,3.55534806148941;3.55534806148941;3.55534806148941,
4083,3.55534806148941;3.55534806148941;3.55534806148941,
4084,3.55534806148941;3.55534806148941;3.55534806148941,
4085,3.55534806148941;3.55534806148941;3.55534806148941,
4086,3.55534806148941;3.55534806148941;3.55534806148941,
4087,3.52636052461616;3.52636052461616;3.52636052461616,
4088,3.52636052461616;3.52636052461616;3.52636052461616,
4089,3.52636052461616;3.52636052461616;3.52636052461616,
4090,3.49650756146648;3.49650756146648;3.49650756146648,
4091,3.49650756146648;3.49650756146648;3.49650756146648,
4092,3.49650756146648;3.49650756146648;3.49650756146648,
4093,3.52636052461616;3.52636052461616;3.52636052461616,
4094,3.49650756146648;3.49650756146648;3.49650756146648,
4095,3.52636052461616;3.52636052461616;3.52636052461616,
4096,3.52636052461616;3.52636052461616;3.52636052461616,
4097,3.52636052461616;3.52636052461616;3.52636052461616,
4098,3.52636052461616;3.52636052461616;3.52636052461616,
4099,3.52636052461616;3.52636052461616;3.52636052461616,
4100,3.49650756146648;3.49650756146648;3.49650756146648,
4101,3.55534806148941;3.55534806148941;3.55534806148941,
4102,3.58351893845611;3.58351893845611;3.58351893845611,
4103,3.58351893845611;3.58351893845611;3.58351893845611,
4104,3.58351893845611;3.58351893845611;3.58351893845611,
4105,3.58351893845611;3.58351893845611;3.58351893845611,
4106,3.58351893845611;3.58351893845611;3.58351893845611,
4107,3.58351893845611;3.58351893845611;3.58351893845611,
4108,3.58351893845611;3.58351893845611;3.58351893845611,
4109,3.58351893845611;3.58351893845611;3.58351893845611,
4110,3.58351893845611;3.58351893845611;3.58351893845611,
4111,3.58351893845611;3.58351893845611;3.58351893845611,
4112,3.58351893845611;3.58351893845611;3.58351893845611,
4113,3.58351893845611;3.58351893845611;3.58351893845611,
4114,3.58351893845611;3.58351893845611;3.58351893845611,
4115,3.58351893845611;3.58351893845611;3.58351893845611,
4116,3.58351893845611;3.58351893845611;3.58351893845611,
4117,3.58351893845611;3.58351893845611;3.58351893845611,
4118,3.58351893845611;3.58351893845611;3.58351893845611,
4119,3.58351893845611;3.58351893845611;3.58351893845611,
4120,3.58351893845611;3.58351893845611;3.58351893845611,
4121,3.58351893845611;3.58351893845611;3.58351893845611,
4122,3.58351893845611;3.58351893845611;3.58351893845611,
4123,3.58351893845611;3.58351893845611;3.58351893845611,
4124,3.58351893845611;3.58351893845611;3.58351893845611,
4125,3.58351893845611;3.58351893845611;3.58351893845611,
4126,3.58351893845611;3.58351893845611;3.58351893845611,
4127,3.58351893845611;3.58351893845611;3.58351893845611,
4128,3.58351893845611;3.58351893845611;3.58351893845611,
4129,3.58351893845611;3.58351893845611;3.58351893845611,
4130,3.55534806148941;3.55534806148941;3.55534806148941,
4131,3.58351893845611;3.58351893845611;3.58351893845611,
4132,3.58351893845611;3.58351893845611;3.58351893845611,
4133,3.58351893845611;3.58351893845611;3.58351893845611,
4134,3.58351893845611;3.58351893845611;3.58351893845611,
4135,3.55534806148941;3.55534806148941;3.55534806148941,
4136,3.55534806148941;3.55534806148941;3.55534806148941,
4137,3.49650756146648;3.49650756146648;3.49650756146648,
4138,3.46573590279973;3.46573590279973;3.46573590279973,
4139,3.46573590279973;3.46573590279973;3.46573590279973,
4140,3.43398720448515;3.43398720448515;3.43398720448515,
4141,3.43398720448515;3.43398720448515;3.43398720448515,
4142,3.43398720448515;3.43398720448515;3.43398720448515,
4143,3.49650756146648;3.49650756146648;3.49650756146648,
4144,3.52636052461616;3.52636052461616;3.52636052461616,
4145,3.46573590279973;3.46573590279973;3.46573590279973,
4146,3.46573590279973;3.46573590279973;3.46573590279973,
4147,3.46573590279973;3.46573590279973;3.46573590279973,
4148,3.46573590279973;3.46573590279973;3.46573590279973,
4149,3.46573590279973;3.46573590279973;3.46573590279973,
4150,3.46573590279973;3.46573590279973;3.46573590279973,
4151,3.46573590279973;3.46573590279973;3.46573590279973,
4152,3.46573590279973;3.46573590279973;3.46573590279973,
4153,3.46573590279973;3.46573590279973;3.46573590279973,
4154,3.46573590279973;3.46573590279973;3.46573590279973,
4155,3.46573590279973;3.46573590279973;3.46573590279973,
4156,3.46573590279973;3.46573590279973;3.46573590279973,
4157,3.46573590279973;3.46573590279973;3.46573590279973,
4158,3.49650756146648;3.49650756146648;3.49650756146648,
4159,3.49650756146648;3.49650756146648;3.49650756146648,
4160,3.49650756146648;3.49650756146648;3.49650756146648,
4161,3.49650756146648;3.49650756146648;3.49650756146648,
4162,3.49650756146648;3.49650756146648;3.49650756146648,
4163,3.52636052461616;3.52636052461616;3.52636052461616,
4164,3.55534806148941;3.55534806148941;3.55534806148941,
4165,3.55534806148941;3.55534806148941;3.55534806148941,
4166,3.55534806148941;3.55534806148941;3.55534806148941,
4167,3.55534806148941;3.55534806148941;3.55534806148941,
4168,3.49650756146648;3.49650756146648;3.49650756146648,
4169,3.49650756146648;3.49650756146648;3.49650756146648,
4170,3.49650756146648;3.49650756146648;3.49650756146648,
4171,3.46573590279973;3.46573590279973;3.46573590279973,
4172,3.46573590279973;3.46573590279973;3.46573590279973,
4173,3.46573590279973;3.46573590279973;3.46573590279973,
4174,3.46573590279973;3.46573590279973;3.46573590279973,
4175,3.49650756146648;3.49650756146648;3.49650756146648,
4176,3.49650756146648;3.49650756146648;3.49650756146648,
4177,3.49650756146648;3.49650756146648;3.49650756146648,
4178,3.49650756146648;3.49650756146648;3.49650756146648,
4179,3.52636052461616;3.52636052461616;3.52636052461616,
4180,3.52636052461616;3.52636052461616;3.52636052461616,
4181,3.52636052461616;3.52636052461616;3.52636052461616,
4182,3.55534806148941;3.55534806148941;3.55534806148941,
4183,3.55534806148941;3.55534806148941;3.55534806148941,
4184,3.55534806148941;3.55534806148941;3.55534806148941,
4185,3.58351893845611;3.58351893845611;3.58351893845611,
4186,3.58351893845611;3.58351893845611;3.58351893845611,
4187,3.58351893845611;3.58351893845611;3.58351893845611,
4188,3.58351893845611;3.58351893845611;3.58351893845611,
4189,3.55534806148941;3.55534806148941;3.55534806148941,
4190,3.55534806148941;3.55534806148941;3.55534806148941,
4191,3.55534806148941;3.55534806148941;3.55534806148941,
4192,3.58351893845611;3.58351893845611;3.58351893845611,
4193,3.58351893845611;3.58351893845611;3.58351893845611,
4194,3.58351893845611;3.58351893845611;3.58351893845611,
4195,3.58351893845611;3.58351893845611;3.58351893845611,
4196,3.58351893845611;3.58351893845611;3.58351893845611,
4197,3.58351893845611;3.58351893845611;3.58351893845611,
4198,3.58351893845611;3.58351893845611;3.58351893845611,
4199,3.58351893845611;3.58351893845611;3.58351893845611,
4200,3.55534806148941;3.55534806148941;3.55534806148941,
4201,3.55534806148941;3.55534806148941;3.55534806148941,
4202,3.58351893845611;3.58351893845611;3.58351893845611,
4203,3.58351893845611;3.58351893845611;3.58351893845611,
4204,3.58351893845611;3.58351893845611;3.58351893845611,
4205,3.58351893845611;3.58351893845611;3.58351893845611,
4206,3.58351893845611;3.58351893845611;3.58351893845611,
4207,3.58351893845611;3.58351893845611;3.58351893845611,
4208,3.58351893845611;3.58351893845611;3.58351893845611,
4209,3.55534806148941;3.55534806148941;3.55534806148941,
4210,3.55534806148941;3.55534806148941;3.55534806148941,
4211,3.55534806148941;3.55534806148941;3.55534806148941,
4212,3.55534806148941;3.55534806148941;3.55534806148941,
4213,3.55534806148941;3.55534806148941;3.55534806148941,
4214,3.55534806148941;3.55534806148941;3.55534806148941,
4215,3.55534806148941;3.55534806148941;3.55534806148941,
4216,3.55534806148941;3.55534806148941;3.55534806148941,
4217,3.58351893845611;3.58351893845611;3.58351893845611,
4218,3.58351893845611;3.58351893845611;3.58351893845611,
4219,3.58351893845611;3.58351893845611;3.58351893845611,
4220,3.58351893845611;3.58351893845611;3.58351893845611,
4221,3.58351893845611;3.58351893845611;3.58351893845611,
4222,3.58351893845611;3.58351893845611;3.58351893845611,
4223,3.58351893845611;3.58351893845611;3.58351893845611,
4224,3.58351893845611;3.58351893845611;3.58351893845611,
4225,3.55534806148941;3.55534806148941;3.55534806148941,
4226,3.55534806148941;3.55534806148941;3.55534806148941,
4227,3.58351893845611;3.58351893845611;3.58351893845611,
4228,3.55534806148941;3.55534806148941;3.55534806148941,
4229,3.55534806148941;3.55534806148941;3.55534806148941,
4230,3.58351893845611;3.58351893845611;3.58351893845611,
4231,3.58351893845611;3.58351893845611;3.58351893845611,
4232,3.58351893845611;3.58351893845611;3.58351893845611,
4233,3.58351893845611;3.58351893845611;3.58351893845611,
4234,3.58351893845611;3.58351893845611;3.58351893845611,
4235,3.58351893845611;3.58351893845611;3.58351893845611,
4236,3.58351893845611;3.58351893845611;3.58351893845611,
4237,3.58351893845611;3.58351893845611;3.58351893845611,
4238,3.58351893845611;3.58351893845611;3.58351893845611,
4239,3.58351893845611;3.58351893845611;3.58351893845611,
4240,3.58351893845611;3.58351893845611;3.58351893845611,
4241,3.55534806148941;3.55534806148941;3.55534806148941,
4242,3.55534806148941;3.55534806148941;3.55534806148941,
4243,3.52636052461616;3.52636052461616;3.52636052461616,
4244,3.49650756146648;3.49650756146648;3.49650756146648,
4245,3.49650756146648;3.49650756146648;3.49650756146648,
4246,3.46573590279973;3.46573590279973;3.46573590279973,
4247,3.46573590279973;3.46573590279973;3.46573590279973,
4248,3.46573590279973;3.46573590279973;3.46573590279973,
4249,3.46573590279973;3.46573590279973;3.46573590279973,
4250,3.46573590279973;3.46573590279973;3.46573590279973,
4251,3.46573590279973;3.46573590279973;3.46573590279973,
4252,3.46573590279973;3.46573590279973;3.46573590279973,
4253,3.46573590279973;3.46573590279973;3.46573590279973,
4254,3.46573590279973;3.46573590279973;3.46573590279973,
4255,3.46573590279973;3.46573590279973;3.46573590279973,
4256,3.46573590279973;3.46573590279973;3.46573590279973,
4257,3.46573590279973;3.46573590279973;3.46573590279973,
4258,3.46573590279973;3.46573590279973;3.46573590279973,
4259,3.46573590279973;3.46573590279973;3.46573590279973,
4260,3.46573590279973;3.46573590279973;3.46573590279973,
4261,3.46573590279973;3.46573590279973;3.46573590279973,
4262,3.46573590279973;3.46573590279973;3.46573590279973,
4263,3.46573590279973;3.46573590279973;3.46573590279973,
4264,3.49650756146648;3.49650756146648;3.49650756146648,
4265,3.49650756146648;3.49650756146648;3.49650756146648,
4266,3.49650756146648;3.49650756146648;3.49650756146648,
4267,3.49650756146648;3.49650756146648;3.49650756146648,
4268,3.49650756146648;3.49650756146648;3.49650756146648,
4269,3.49650756146648;3.49650756146648;3.49650756146648,
4270,3.49650756146648;3.49650756146648;3.49650756146648,
4271,3.49650756146648;3.49650756146648;3.49650756146648,
4272,3.49650756146648;3.49650756146648;3.49650756146648,
4273,3.49650756146648;3.49650756146648;3.49650756146648,
4274,3.49650756146648;3.49650756146648;3.49650756146648,
4275,3.49650756146648;3.49650756146648;3.49650756146648,
4276,3.49650756146648;3.49650756146648;3.49650756146648,
4277,3.49650756146648;3.49650756146648;3.49650756146648,
4278,3.49650756146648;3.49650756146648;3.49650756146648,
4279,3.46573590279973;3.46573590279973;3.46573590279973,
4280,3.43398720448515;3.43398720448515;3.43398720448515,
4281,3.43398720448515;3.43398720448515;3.43398720448515,
4282,3.46573590279973;3.46573590279973;3.46573590279973,
4283,3.46573590279973;3.46573590279973;3.46573590279973,
4284,3.46573590279973;3.46573590279973;3.46573590279973,
4285,3.46573590279973;3.46573590279973;3.46573590279973,
4286,3.46573590279973;3.46573590279973;3.46573590279973,
4287,3.43398720448515;3.43398720448515;3.43398720448515,
4288,3.43398720448515;3.43398720448515;3.43398720448515,
4289,3.43398720448515;3.43398720448515;3.43398720448515,
4290,3.43398720448515;3.43398720448515;3.43398720448515,
4291,3.40119738166216;3.40119738166216;3.40119738166216,
4292,3.40119738166216;3.40119738166216;3.40119738166216,
4293,3.40119738166216;3.40119738166216;3.40119738166216,
4294,3.36729582998647;3.36729582998647;3.36729582998647,
4295,3.36729582998647;3.36729582998647;3.36729582998647,
4296,3.36729582998647;3.36729582998647;3.36729582998647,
4297,3.36729582998647;3.36729582998647;3.36729582998647,
4298,3.29583686600433;3.29583686600433;3.29583686600433,
4299,3.29583686600433;3.29583686600433;3.29583686600433,
4300,3.29583686600433;3.29583686600433;3.29583686600433,
4301,3.25809653802148;3.25809653802148;3.25809653802148,
4302,3.2188758248682;3.2188758248682;3.2188758248682,
4303,3.2188758248682;3.2188758248682;3.2188758248682,
4304,3.2188758248682;3.2188758248682;3.2188758248682,
4305,3.17805383034795;3.17805383034795;3.17805383034795,
4306,3.17805383034795;3.17805383034795;3.17805383034795,
4307,3.13549421592915;3.13549421592915;3.13549421592915,
4308,3.13549421592915;3.13549421592915;3.13549421592915,
4309,3.09104245335832;3.09104245335832;3.09104245335832,
4310,3.09104245335832;3.09104245335832;3.09104245335832,
4311,3.13549421592915;3.13549421592915;3.13549421592915,
4312,3.13549421592915;3.13549421592915;3.13549421592915,
