"time","log.status.actuals","log.status.forecasts"
11564,3.52636052461616;3.52636052461616;3.52636052461616,
11565,3.52636052461616;3.52636052461616;3.52636052461616,
11566,3.52636052461616;3.52636052461616;3.52636052461616,
11567,3.52636052461616;3.52636052461616;3.52636052461616,
11568,3.52636052461616;3.52636052461616;3.52636052461616,
11569,3.52636052461616;3.52636052461616;3.52636052461616,
11570,3.52636052461616;3.52636052461616;3.52636052461616,
11571,3.52636052461616;3.52636052461616;3.52636052461616,
11572,3.52636052461616;3.52636052461616;3.52636052461616,
11573,3.52636052461616;3.52636052461616;3.52636052461616,
11574,3.52636052461616;3.52636052461616;3.52636052461616,
11575,3.52636052461616;3.52636052461616;3.52636052461616,
11576,3.52636052461616;3.52636052461616;3.52636052461616,
11577,3.52636052461616;3.52636052461616;3.52636052461616,
11578,3.55534806148941;3.55534806148941;3.55534806148941,
11579,3.55534806148941;3.55534806148941;3.55534806148941,
11580,3.55534806148941;3.55534806148941;3.55534806148941,
11581,3.55534806148941;3.55534806148941;3.55534806148941,
11582,3.55534806148941;3.55534806148941;3.55534806148941,
11583,3.55534806148941;3.55534806148941;3.55534806148941,
11584,3.55534806148941;3.55534806148941;3.55534806148941,
11585,3.55534806148941;3.55534806148941;3.55534806148941,
11586,3.55534806148941;3.55534806148941;3.55534806148941,
11587,3.55534806148941;3.55534806148941;3.55534806148941,
11588,3.55534806148941;3.55534806148941;3.55534806148941,
11589,3.55534806148941;3.55534806148941;3.55534806148941,
11590,3.55534806148941;3.55534806148941;3.55534806148941,
11591,3.55534806148941;3.55534806148941;3.55534806148941,
11592,3.55534806148941;3.55534806148941;3.55534806148941,
11593,3.55534806148941;3.55534806148941;3.55534806148941,
11594,3.55534806148941;3.55534806148941;3.55534806148941,
11595,3.55534806148941;3.55534806148941;3.55534806148941,
11596,3.55534806148941;3.55534806148941;3.55534806148941,
11597,3.55534806148941;3.55534806148941;3.55534806148941,
11598,3.55534806148941;3.55534806148941;3.55534806148941,
11599,3.55534806148941;3.55534806148941;3.55534806148941,
11600,3.55534806148941;3.55534806148941;3.55534806148941,
11601,3.52636052461616;3.52636052461616;3.52636052461616,
11602,3.52636052461616;3.52636052461616;3.52636052461616,
11603,3.52636052461616;3.52636052461616;3.52636052461616,
11604,3.52636052461616;3.52636052461616;3.52636052461616,
11605,3.52636052461616;3.52636052461616;3.52636052461616,
11606,3.52636052461616;3.52636052461616;3.52636052461616,
11607,3.52636052461616;3.52636052461616;3.52636052461616,
11608,3.52636052461616;3.52636052461616;3.52636052461616,
11609,3.52636052461616;3.52636052461616;3.52636052461616,
11610,3.52636052461616;3.52636052461616;3.52636052461616,
11611,3.52636052461616;3.52636052461616;3.52636052461616,
11612,3.52636052461616;3.52636052461616;3.52636052461616,
11613,3.52636052461616;3.52636052461616;3.52636052461616,
11614,3.52636052461616;3.52636052461616;3.52636052461616,
11615,3.55534806148941;3.55534806148941;3.55534806148941,
11616,3.52636052461616;3.52636052461616;3.52636052461616,
11617,3.52636052461616;3.52636052461616;3.52636052461616,
11618,3.52636052461616;3.52636052461616;3.52636052461616,
11619,3.52636052461616;3.52636052461616;3.52636052461616,
11620,3.52636052461616;3.52636052461616;3.52636052461616,
11621,3.52636052461616;3.52636052461616;3.52636052461616,
11622,3.52636052461616;3.52636052461616;3.52636052461616,
11623,3.52636052461616;3.52636052461616;3.52636052461616,
11624,3.52636052461616;3.52636052461616;3.52636052461616,
11625,3.52636052461616;3.52636052461616;3.52636052461616,
11626,3.52636052461616;3.52636052461616;3.52636052461616,
11627,3.52636052461616;3.52636052461616;3.52636052461616,
11628,3.52636052461616;3.52636052461616;3.52636052461616,
11629,3.52636052461616;3.52636052461616;3.52636052461616,
11630,3.52636052461616;3.52636052461616;3.52636052461616,
11631,3.52636052461616;3.52636052461616;3.52636052461616,
11632,3.49650756146648;3.49650756146648;3.49650756146648,
11633,3.49650756146648;3.49650756146648;3.49650756146648,
11634,3.49650756146648;3.49650756146648;3.49650756146648,
11635,3.49650756146648;3.49650756146648;3.49650756146648,
11636,3.49650756146648;3.49650756146648;3.49650756146648,
11637,3.49650756146648;3.49650756146648;3.49650756146648,
11638,3.49650756146648;3.49650756146648;3.49650756146648,
11639,3.49650756146648;3.49650756146648;3.49650756146648,
11640,3.49650756146648;3.49650756146648;3.49650756146648,
11641,3.49650756146648;3.49650756146648;3.49650756146648,
11642,3.49650756146648;3.49650756146648;3.49650756146648,
11643,3.49650756146648;3.49650756146648;3.49650756146648,
11644,3.49650756146648;3.49650756146648;3.49650756146648,
11645,3.52636052461616;3.52636052461616;3.52636052461616,
11646,3.52636052461616;3.52636052461616;3.52636052461616,
11647,3.52636052461616;3.52636052461616;3.52636052461616,
11648,3.52636052461616;3.52636052461616;3.52636052461616,
11649,3.52636052461616;3.52636052461616;3.52636052461616,
11650,3.52636052461616;3.52636052461616;3.52636052461616,
11651,3.52636052461616;3.52636052461616;3.52636052461616,
11652,3.52636052461616;3.52636052461616;3.52636052461616,
11653,3.52636052461616;3.52636052461616;3.52636052461616,
11654,3.52636052461616;3.52636052461616;3.52636052461616,
11655,3.52636052461616;3.52636052461616;3.52636052461616,
11656,3.49650756146648;3.49650756146648;3.49650756146648,
11657,3.49650756146648;3.49650756146648;3.49650756146648,
11658,3.49650756146648;3.49650756146648;3.49650756146648,
11659,3.49650756146648;3.49650756146648;3.49650756146648,
11660,3.49650756146648;3.49650756146648;3.49650756146648,
11661,3.49650756146648;3.49650756146648;3.49650756146648,
11662,3.49650756146648;3.49650756146648;3.49650756146648,
11663,3.49650756146648;3.49650756146648;3.49650756146648,
11664,3.49650756146648;3.49650756146648;3.49650756146648,
11665,3.49650756146648;3.49650756146648;3.49650756146648,
11666,3.49650756146648;3.49650756146648;3.49650756146648,
11667,3.49650756146648;3.49650756146648;3.49650756146648,
11668,3.49650756146648;3.49650756146648;3.49650756146648,
11669,3.49650756146648;3.49650756146648;3.49650756146648,
11670,3.49650756146648;3.49650756146648;3.49650756146648,
11671,3.49650756146648;3.49650756146648;3.49650756146648,
11672,3.49650756146648;3.49650756146648;3.49650756146648,
11673,3.49650756146648;3.49650756146648;3.49650756146648,
11674,3.49650756146648;3.49650756146648;3.49650756146648,
11675,3.49650756146648;3.49650756146648;3.49650756146648,
11676,3.49650756146648;3.49650756146648;3.49650756146648,
11677,3.49650756146648;3.49650756146648;3.49650756146648,
11678,3.49650756146648;3.49650756146648;3.49650756146648,
11679,3.49650756146648;3.49650756146648;3.49650756146648,
11680,3.49650756146648;3.49650756146648;3.49650756146648,
11681,3.49650756146648;3.49650756146648;3.49650756146648,
11682,3.49650756146648;3.49650756146648;3.49650756146648,
11683,3.49650756146648;3.49650756146648;3.49650756146648,
11684,3.49650756146648;3.49650756146648;3.49650756146648,
11685,3.49650756146648;3.49650756146648;3.49650756146648,
11686,3.49650756146648;3.49650756146648;3.49650756146648,
11687,3.49650756146648;3.49650756146648;3.49650756146648,
11688,3.49650756146648;3.49650756146648;3.49650756146648,
11689,3.49650756146648;3.49650756146648;3.49650756146648,
11690,3.49650756146648;3.49650756146648;3.49650756146648,
11691,3.46573590279973;3.46573590279973;3.46573590279973,
11692,3.46573590279973;3.46573590279973;3.46573590279973,
11693,3.46573590279973;3.46573590279973;3.46573590279973,
11694,3.46573590279973;3.46573590279973;3.46573590279973,
11695,3.46573590279973;3.46573590279973;3.46573590279973,
11696,3.46573590279973;3.46573590279973;3.46573590279973,
11697,3.46573590279973;3.46573590279973;3.46573590279973,
11698,3.46573590279973;3.46573590279973;3.46573590279973,
11699,3.46573590279973;3.46573590279973;3.46573590279973,
11700,3.46573590279973;3.46573590279973;3.46573590279973,
11701,3.46573590279973;3.46573590279973;3.46573590279973,
11702,3.46573590279973;3.46573590279973;3.46573590279973,
11703,3.46573590279973;3.46573590279973;3.46573590279973,
11704,3.46573590279973;3.46573590279973;3.46573590279973,
11705,3.46573590279973;3.46573590279973;3.46573590279973,
11706,3.46573590279973;3.46573590279973;3.46573590279973,
11707,3.46573590279973;3.46573590279973;3.46573590279973,
11708,3.46573590279973;3.46573590279973;3.46573590279973,
11709,3.46573590279973;3.46573590279973;3.46573590279973,
11710,3.49650756146648;3.49650756146648;3.49650756146648,
11711,3.49650756146648;3.49650756146648;3.49650756146648,
11712,3.49650756146648;3.49650756146648;3.49650756146648,
11713,3.49650756146648;3.49650756146648;3.49650756146648,
11714,3.49650756146648;3.49650756146648;3.49650756146648,
11715,3.49650756146648;3.49650756146648;3.49650756146648,
11716,3.49650756146648;3.49650756146648;3.49650756146648,
11717,3.49650756146648;3.49650756146648;3.49650756146648,
11718,3.49650756146648;3.49650756146648;3.49650756146648,
11719,3.49650756146648;3.49650756146648;3.49650756146648,
11720,3.49650756146648;3.49650756146648;3.49650756146648,
11721,3.49650756146648;3.49650756146648;3.49650756146648,
11722,3.49650756146648;3.49650756146648;3.49650756146648,
11723,3.49650756146648;3.49650756146648;3.49650756146648,
11724,3.49650756146648;3.49650756146648;3.49650756146648,
11725,3.49650756146648;3.49650756146648;3.49650756146648,
11726,3.49650756146648;3.49650756146648;3.49650756146648,
11727,3.49650756146648;3.49650756146648;3.49650756146648,
11728,3.49650756146648;3.49650756146648;3.49650756146648,
11729,3.49650756146648;3.49650756146648;3.49650756146648,
11730,3.46573590279973;3.46573590279973;3.46573590279973,
11731,3.46573590279973;3.46573590279973;3.46573590279973,
11732,3.46573590279973;3.46573590279973;3.46573590279973,
11733,3.46573590279973;3.46573590279973;3.46573590279973,
11734,3.46573590279973;3.46573590279973;3.46573590279973,
11735,3.46573590279973;3.46573590279973;3.46573590279973,
11736,3.46573590279973;3.46573590279973;3.46573590279973,
11737,3.46573590279973;3.46573590279973;3.46573590279973,
11738,3.46573590279973;3.46573590279973;3.46573590279973,
11739,3.46573590279973;3.46573590279973;3.46573590279973,
11740,3.46573590279973;3.46573590279973;3.46573590279973,
11741,3.46573590279973;3.46573590279973;3.46573590279973,
11742,3.46573590279973;3.46573590279973;3.46573590279973,
11743,3.46573590279973;3.46573590279973;3.46573590279973,
11744,3.46573590279973;3.46573590279973;3.46573590279973,
11745,3.46573590279973;3.46573590279973;3.46573590279973,
11746,3.46573590279973;3.46573590279973;3.46573590279973,
11747,3.46573590279973;3.46573590279973;3.46573590279973,
11748,3.46573590279973;3.46573590279973;3.46573590279973,
11749,3.46573590279973;3.46573590279973;3.46573590279973,
11750,3.46573590279973;3.46573590279973;3.46573590279973,
11751,3.46573590279973;3.46573590279973;3.46573590279973,
11752,3.46573590279973;3.46573590279973;3.46573590279973,
11753,3.46573590279973;3.46573590279973;3.46573590279973,
11754,3.46573590279973;3.46573590279973;3.46573590279973,
11755,3.46573590279973;3.46573590279973;3.46573590279973,
11756,3.46573590279973;3.46573590279973;3.46573590279973,
11757,3.46573590279973;3.46573590279973;3.46573590279973,
11758,3.46573590279973;3.46573590279973;3.46573590279973,
11759,3.49650756146648;3.49650756146648;3.49650756146648,
11760,3.49650756146648;3.49650756146648;3.49650756146648,
11761,3.49650756146648;3.49650756146648;3.49650756146648,
11762,3.49650756146648;3.49650756146648;3.49650756146648,
11763,3.49650756146648;3.49650756146648;3.49650756146648,
11764,3.49650756146648;3.49650756146648;3.49650756146648,
11765,3.49650756146648;3.49650756146648;3.49650756146648,
11766,3.49650756146648;3.49650756146648;3.49650756146648,
11767,3.49650756146648;3.49650756146648;3.49650756146648,
11768,3.52636052461616;3.52636052461616;3.52636052461616,
11769,3.52636052461616;3.52636052461616;3.52636052461616,
11770,3.52636052461616;3.52636052461616;3.52636052461616,
11771,3.52636052461616;3.52636052461616;3.52636052461616,
11772,3.52636052461616;3.52636052461616;3.52636052461616,
11773,3.52636052461616;3.52636052461616;3.52636052461616,
11774,3.52636052461616;3.52636052461616;3.52636052461616,
11775,3.52636052461616;3.52636052461616;3.52636052461616,
11776,3.52636052461616;3.52636052461616;3.52636052461616,
11777,3.52636052461616;3.52636052461616;3.52636052461616,
11778,3.52636052461616;3.52636052461616;3.52636052461616,
11779,3.52636052461616;3.52636052461616;3.52636052461616,
11780,3.52636052461616;3.52636052461616;3.52636052461616,
11781,3.52636052461616;3.52636052461616;3.52636052461616,
11782,3.52636052461616;3.52636052461616;3.52636052461616,
11783,3.52636052461616;3.52636052461616;3.52636052461616,
11784,3.52636052461616;3.52636052461616;3.52636052461616,
11785,3.52636052461616;3.52636052461616;3.52636052461616,
11786,3.52636052461616;3.52636052461616;3.52636052461616,
11787,3.52636052461616;3.52636052461616;3.52636052461616,
11788,3.52636052461616;3.52636052461616;3.52636052461616,
11789,3.52636052461616;3.52636052461616;3.52636052461616,
11790,3.52636052461616;3.52636052461616;3.52636052461616,
11791,3.52636052461616;3.52636052461616;3.52636052461616,
11792,3.52636052461616;3.52636052461616;3.52636052461616,
11793,3.52636052461616;3.52636052461616;3.52636052461616,
11794,3.52636052461616;3.52636052461616;3.52636052461616,
11795,3.52636052461616;3.52636052461616;3.52636052461616,
11796,3.52636052461616;3.52636052461616;3.52636052461616,
11797,3.52636052461616;3.52636052461616;3.52636052461616,
11798,3.52636052461616;3.52636052461616;3.52636052461616,
11799,3.52636052461616;3.52636052461616;3.52636052461616,
11800,3.52636052461616;3.52636052461616;3.52636052461616,
11801,3.52636052461616;3.52636052461616;3.52636052461616,
11802,3.52636052461616;3.52636052461616;3.52636052461616,
11803,3.52636052461616;3.52636052461616;3.52636052461616,
11804,3.52636052461616;3.52636052461616;3.52636052461616,
11805,3.52636052461616;3.52636052461616;3.52636052461616,
11806,3.52636052461616;3.52636052461616;3.52636052461616,
11807,3.52636052461616;3.52636052461616;3.52636052461616,
11808,3.55534806148941;3.55534806148941;3.55534806148941,
11809,3.55534806148941;3.55534806148941;3.55534806148941,
11810,3.55534806148941;3.55534806148941;3.55534806148941,
11811,3.55534806148941;3.55534806148941;3.55534806148941,
11812,3.55534806148941;3.55534806148941;3.55534806148941,
11813,3.55534806148941;3.55534806148941;3.55534806148941,
11814,3.55534806148941;3.55534806148941;3.55534806148941,
11815,3.55534806148941;3.55534806148941;3.55534806148941,
11816,3.55534806148941;3.55534806148941;3.55534806148941,
11817,3.55534806148941;3.55534806148941;3.55534806148941,
11818,3.55534806148941;3.55534806148941;3.55534806148941,
11819,3.55534806148941;3.55534806148941;3.55534806148941,
11820,3.55534806148941;3.55534806148941;3.55534806148941,
11821,3.55534806148941;3.55534806148941;3.55534806148941,
11822,3.55534806148941;3.55534806148941;3.55534806148941,
11823,3.52636052461616;3.52636052461616;3.52636052461616,
11824,3.52636052461616;3.52636052461616;3.52636052461616,
11825,3.52636052461616;3.52636052461616;3.52636052461616,
11826,3.52636052461616;3.52636052461616;3.52636052461616,
11827,3.52636052461616;3.52636052461616;3.52636052461616,
11828,3.52636052461616;3.52636052461616;3.52636052461616,
11829,3.52636052461616;3.52636052461616;3.52636052461616,
11830,3.52636052461616;3.52636052461616;3.52636052461616,
11831,3.52636052461616;3.52636052461616;3.52636052461616,
11832,3.52636052461616;3.52636052461616;3.52636052461616,
11833,3.52636052461616;3.52636052461616;3.52636052461616,
11834,3.52636052461616;3.52636052461616;3.52636052461616,
11835,3.52636052461616;3.52636052461616;3.52636052461616,
11836,3.52636052461616;3.52636052461616;3.52636052461616,
11837,3.52636052461616;3.52636052461616;3.52636052461616,
11838,3.52636052461616;3.52636052461616;3.52636052461616,
11839,3.52636052461616;3.52636052461616;3.52636052461616,
11840,3.52636052461616;3.52636052461616;3.52636052461616,
11841,3.52636052461616;3.52636052461616;3.52636052461616,
11842,3.52636052461616;3.52636052461616;3.52636052461616,
11843,3.52636052461616;3.52636052461616;3.52636052461616,
11844,3.52636052461616;3.52636052461616;3.52636052461616,
11845,3.52636052461616;3.52636052461616;3.52636052461616,
11846,3.52636052461616;3.52636052461616;3.52636052461616,
11847,3.52636052461616;3.52636052461616;3.52636052461616,
11848,3.52636052461616;3.52636052461616;3.52636052461616,
11849,3.52636052461616;3.52636052461616;3.52636052461616,
11850,3.52636052461616;3.52636052461616;3.52636052461616,
11851,3.52636052461616;3.52636052461616;3.52636052461616,
11852,3.52636052461616;3.52636052461616;3.52636052461616,
11853,3.52636052461616;3.52636052461616;3.52636052461616,
11854,3.52636052461616;3.52636052461616;3.52636052461616,
11855,3.52636052461616;3.52636052461616;3.52636052461616,
11856,3.52636052461616;3.52636052461616;3.52636052461616,
11857,3.52636052461616;3.52636052461616;3.52636052461616,
11858,3.52636052461616;3.52636052461616;3.52636052461616,
11859,3.52636052461616;3.52636052461616;3.52636052461616,
11860,3.52636052461616;3.52636052461616;3.52636052461616,
11861,3.52636052461616;3.52636052461616;3.52636052461616,
11862,3.52636052461616;3.52636052461616;3.52636052461616,
11863,3.52636052461616;3.52636052461616;3.52636052461616,
11864,3.52636052461616;3.52636052461616;3.52636052461616,
11865,3.52636052461616;3.52636052461616;3.52636052461616,
11866,3.52636052461616;3.52636052461616;3.52636052461616,
11867,3.52636052461616;3.52636052461616;3.52636052461616,
11868,3.52636052461616;3.52636052461616;3.52636052461616,
11869,3.52636052461616;3.52636052461616;3.52636052461616,
11870,3.52636052461616;3.52636052461616;3.52636052461616,
11871,3.52636052461616;3.52636052461616;3.52636052461616,
11872,3.52636052461616;3.52636052461616;3.52636052461616,
11873,3.52636052461616;3.52636052461616;3.52636052461616,
11874,3.52636052461616;3.52636052461616;3.52636052461616,
11875,3.52636052461616;3.52636052461616;3.52636052461616,
11876,3.52636052461616;3.52636052461616;3.52636052461616,
11877,3.52636052461616;3.52636052461616;3.52636052461616,
11878,3.52636052461616;3.52636052461616;3.52636052461616,
11879,3.52636052461616;3.52636052461616;3.52636052461616,
11880,3.52636052461616;3.52636052461616;3.52636052461616,
11881,3.52636052461616;3.52636052461616;3.52636052461616,
11882,3.52636052461616;3.52636052461616;3.52636052461616,
11883,3.52636052461616;3.52636052461616;3.52636052461616,
11884,3.52636052461616;3.52636052461616;3.52636052461616,
11885,3.52636052461616;3.52636052461616;3.52636052461616,
11886,3.52636052461616;3.52636052461616;3.52636052461616,
11887,3.52636052461616;3.52636052461616;3.52636052461616,
11888,3.52636052461616;3.52636052461616;3.52636052461616,
11889,3.52636052461616;3.52636052461616;3.52636052461616,
11890,3.52636052461616;3.52636052461616;3.52636052461616,
11891,3.52636052461616;3.52636052461616;3.52636052461616,
11892,3.52636052461616;3.52636052461616;3.52636052461616,
11893,3.52636052461616;3.52636052461616;3.52636052461616,
11894,3.52636052461616;3.52636052461616;3.52636052461616,
11895,3.52636052461616;3.52636052461616;3.52636052461616,
11896,3.52636052461616;3.52636052461616;3.52636052461616,
11897,3.52636052461616;3.52636052461616;3.52636052461616,
11898,3.52636052461616;3.52636052461616;3.52636052461616,
11899,3.52636052461616;3.52636052461616;3.52636052461616,
11900,3.52636052461616;3.52636052461616;3.52636052461616,
11901,3.52636052461616;3.52636052461616;3.52636052461616,
11902,3.52636052461616;3.52636052461616;3.52636052461616,
11903,3.52636052461616;3.52636052461616;3.52636052461616,
11904,3.52636052461616;3.52636052461616;3.52636052461616,
11905,3.52636052461616;3.52636052461616;3.52636052461616,
11906,3.52636052461616;3.52636052461616;3.52636052461616,
11907,3.52636052461616;3.52636052461616;3.52636052461616,
11908,3.52636052461616;3.52636052461616;3.52636052461616,
11909,3.52636052461616;3.52636052461616;3.52636052461616,
11910,3.52636052461616;3.52636052461616;3.52636052461616,
11911,3.52636052461616;3.52636052461616;3.52636052461616,
11912,3.52636052461616;3.52636052461616;3.52636052461616,
11913,3.52636052461616;3.52636052461616;3.52636052461616,
11914,3.52636052461616;3.52636052461616;3.52636052461616,
11915,3.52636052461616;3.52636052461616;3.52636052461616,
11916,3.52636052461616;3.52636052461616;3.52636052461616,
11917,3.52636052461616;3.52636052461616;3.52636052461616,
11918,3.52636052461616;3.52636052461616;3.52636052461616,
11919,3.52636052461616;3.52636052461616;3.52636052461616,
11920,3.52636052461616;3.52636052461616;3.52636052461616,
11921,3.52636052461616;3.52636052461616;3.52636052461616,
11922,3.52636052461616;3.52636052461616;3.52636052461616,
11923,3.52636052461616;3.52636052461616;3.52636052461616,
11924,3.52636052461616;3.52636052461616;3.52636052461616,
11925,3.52636052461616;3.52636052461616;3.52636052461616,
11926,3.52636052461616;3.52636052461616;3.52636052461616,
11927,3.52636052461616;3.52636052461616;3.52636052461616,
11928,3.52636052461616;3.52636052461616;3.52636052461616,
11929,3.52636052461616;3.52636052461616;3.52636052461616,
11930,3.52636052461616;3.52636052461616;3.52636052461616,
11931,3.52636052461616;3.52636052461616;3.52636052461616,
11932,3.52636052461616;3.52636052461616;3.52636052461616,
11933,3.52636052461616;3.52636052461616;3.52636052461616,
11934,3.52636052461616;3.52636052461616;3.52636052461616,
11935,3.52636052461616;3.52636052461616;3.52636052461616,
11936,3.52636052461616;3.52636052461616;3.52636052461616,
11937,3.52636052461616;3.52636052461616;3.52636052461616,
11938,3.52636052461616;3.52636052461616;3.52636052461616,
11939,3.52636052461616;3.52636052461616;3.52636052461616,
11940,3.52636052461616;3.52636052461616;3.52636052461616,
11941,3.52636052461616;3.52636052461616;3.52636052461616,
11942,3.52636052461616;3.52636052461616;3.52636052461616,
11943,3.52636052461616;3.52636052461616;3.52636052461616,
11944,3.52636052461616;3.52636052461616;3.52636052461616,
11945,3.52636052461616;3.52636052461616;3.52636052461616,
11946,3.52636052461616;3.52636052461616;3.52636052461616,
11947,3.52636052461616;3.52636052461616;3.52636052461616,
11948,3.52636052461616;3.52636052461616;3.52636052461616,
11949,3.52636052461616;3.52636052461616;3.52636052461616,
11950,3.52636052461616;3.52636052461616;3.52636052461616,
11951,3.52636052461616;3.52636052461616;3.52636052461616,
11952,3.52636052461616;3.52636052461616;3.52636052461616,
11953,3.52636052461616;3.52636052461616;3.52636052461616,
11954,3.52636052461616;3.52636052461616;3.52636052461616,
11955,3.52636052461616;3.52636052461616;3.52636052461616,
11956,3.52636052461616;3.52636052461616;3.52636052461616,
11957,3.52636052461616;3.52636052461616;3.52636052461616,
11958,3.52636052461616;3.52636052461616;3.52636052461616,
11959,3.52636052461616;3.52636052461616;3.52636052461616,
11960,3.52636052461616;3.52636052461616;3.52636052461616,
11961,3.52636052461616;3.52636052461616;3.52636052461616,
11962,3.52636052461616;3.52636052461616;3.52636052461616,
11963,3.52636052461616;3.52636052461616;3.52636052461616,
11964,3.52636052461616;3.52636052461616;3.52636052461616,
11965,3.52636052461616;3.52636052461616;3.52636052461616,
11966,3.52636052461616;3.52636052461616;3.52636052461616,
11967,3.52636052461616;3.52636052461616;3.52636052461616,
11968,3.52636052461616;3.52636052461616;3.52636052461616,
11969,3.52636052461616;3.52636052461616;3.52636052461616,
11970,3.52636052461616;3.52636052461616;3.52636052461616,
11971,3.52636052461616;3.52636052461616;3.52636052461616,
11972,3.52636052461616;3.52636052461616;3.52636052461616,
11973,3.52636052461616;3.52636052461616;3.52636052461616,
11974,3.52636052461616;3.52636052461616;3.52636052461616,
11975,3.52636052461616;3.52636052461616;3.52636052461616,
11976,3.52636052461616;3.52636052461616;3.52636052461616,
11977,3.55534806148941;3.55534806148941;3.55534806148941,
11978,3.55534806148941;3.55534806148941;3.55534806148941,
11979,3.55534806148941;3.55534806148941;3.55534806148941,
11980,3.55534806148941;3.55534806148941;3.55534806148941,
11981,3.55534806148941;3.55534806148941;3.55534806148941,
11982,3.55534806148941;3.55534806148941;3.55534806148941,
11983,3.52636052461616;3.52636052461616;3.52636052461616,
11984,3.49650756146648;3.49650756146648;3.49650756146648,
11985,3.49650756146648;3.49650756146648;3.49650756146648,
11986,3.49650756146648;3.49650756146648;3.49650756146648,
11987,3.49650756146648;3.49650756146648;3.49650756146648,
11988,3.49650756146648;3.49650756146648;3.49650756146648,
11989,3.49650756146648;3.49650756146648;3.49650756146648,
11990,3.49650756146648;3.49650756146648;3.49650756146648,
11991,3.49650756146648;3.49650756146648;3.49650756146648,
11992,3.49650756146648;3.49650756146648;3.49650756146648,
11993,3.49650756146648;3.49650756146648;3.49650756146648,
11994,3.49650756146648;3.49650756146648;3.49650756146648,
11995,3.49650756146648;3.49650756146648;3.49650756146648,
11996,3.49650756146648;3.49650756146648;3.49650756146648,
11997,3.49650756146648;3.49650756146648;3.49650756146648,
11998,3.49650756146648;3.49650756146648;3.49650756146648,
11999,3.49650756146648;3.49650756146648;3.49650756146648,
12000,3.49650756146648;3.49650756146648;3.49650756146648,
12001,3.49650756146648;3.49650756146648;3.49650756146648,
12002,3.49650756146648;3.49650756146648;3.49650756146648,
12003,3.49650756146648;3.49650756146648;3.49650756146648,
12004,3.49650756146648;3.49650756146648;3.49650756146648,
12005,3.49650756146648;3.49650756146648;3.49650756146648,
12006,3.49650756146648;3.49650756146648;3.49650756146648,
12007,3.49650756146648;3.49650756146648;3.49650756146648,
12008,3.49650756146648;3.49650756146648;3.49650756146648,
12009,3.49650756146648;3.49650756146648;3.49650756146648,
12010,3.49650756146648;3.49650756146648;3.49650756146648,
12011,3.49650756146648;3.49650756146648;3.49650756146648,
12012,3.49650756146648;3.49650756146648;3.49650756146648,
12013,3.52636052461616;3.52636052461616;3.52636052461616,
12014,3.52636052461616;3.52636052461616;3.52636052461616,
12015,3.52636052461616;3.52636052461616;3.52636052461616,
12016,3.52636052461616;3.52636052461616;3.52636052461616,
12017,3.52636052461616;3.52636052461616;3.52636052461616,
12018,3.52636052461616;3.52636052461616;3.52636052461616,
12019,3.52636052461616;3.52636052461616;3.52636052461616,
12020,3.52636052461616;3.52636052461616;3.52636052461616,
12021,3.52636052461616;3.52636052461616;3.52636052461616,
12022,3.52636052461616;3.52636052461616;3.52636052461616,
12023,3.52636052461616;3.52636052461616;3.52636052461616,
12024,3.52636052461616;3.52636052461616;3.52636052461616,
12025,3.52636052461616;3.52636052461616;3.52636052461616,
12026,3.52636052461616;3.52636052461616;3.52636052461616,
12027,3.52636052461616;3.52636052461616;3.52636052461616,
12028,3.52636052461616;3.52636052461616;3.52636052461616,
12029,3.52636052461616;3.52636052461616;3.52636052461616,
12030,3.52636052461616;3.52636052461616;3.52636052461616,
12031,3.52636052461616;3.52636052461616;3.52636052461616,
12032,3.52636052461616;3.52636052461616;3.52636052461616,
12033,3.52636052461616;3.52636052461616;3.52636052461616,
12034,3.52636052461616;3.52636052461616;3.52636052461616,
12035,3.52636052461616;3.52636052461616;3.52636052461616,
12036,3.52636052461616;3.52636052461616;3.52636052461616,
12037,3.52636052461616;3.52636052461616;3.52636052461616,
12038,3.52636052461616;3.52636052461616;3.52636052461616,
12039,3.52636052461616;3.52636052461616;3.52636052461616,
12040,3.52636052461616;3.52636052461616;3.52636052461616,
12041,3.52636052461616;3.52636052461616;3.52636052461616,
12042,3.52636052461616;3.52636052461616;3.52636052461616,
12043,3.52636052461616;3.52636052461616;3.52636052461616,
12044,3.52636052461616;3.52636052461616;3.52636052461616,
12045,3.52636052461616;3.52636052461616;3.52636052461616,
12046,3.52636052461616;3.52636052461616;3.52636052461616,
12047,3.52636052461616;3.52636052461616;3.52636052461616,
12048,3.52636052461616;3.52636052461616;3.52636052461616,
12049,3.52636052461616;3.52636052461616;3.52636052461616,
12050,3.52636052461616;3.52636052461616;3.52636052461616,
12051,3.52636052461616;3.52636052461616;3.52636052461616,
12052,3.52636052461616;3.52636052461616;3.52636052461616,
12053,3.52636052461616;3.52636052461616;3.52636052461616,
12054,3.52636052461616;3.52636052461616;3.52636052461616,
12055,3.52636052461616;3.52636052461616;3.52636052461616,
12056,3.52636052461616;3.52636052461616;3.52636052461616,
12057,3.52636052461616;3.52636052461616;3.52636052461616,
12058,3.52636052461616;3.52636052461616;3.52636052461616,
12059,3.52636052461616;3.52636052461616;3.52636052461616,
12060,3.52636052461616;3.52636052461616;3.52636052461616,
12061,3.52636052461616;3.52636052461616;3.52636052461616,
12062,3.52636052461616;3.52636052461616;3.52636052461616,
